,fighter_name,date_rmean,knock_down_rmean,sig_strike_pct_rmean,takdown_pct_rmean,submission_att_rmean,pass_rmean,rev_rmean,knock_down,sig_strikes,sig_strike_pct,total_strikes,takedown,takdown_pct,submission_att,pass,rev,head,body,leg,distance,clinch,ground,height,weight,reach,stance,DOB,date,Winner,win_by,last_round,Fight_type,0_kd,1_kd,2_kd,3_kd,4_kd,5_kd,0_rev,1_rev,2_rev,3_rev,5_rev,4_rev,Orthodox,Southpaw,,Switch,Open Stance,Sideways,Submission,Decision - Unanimous,TKO - Doctor's Stoppage,KO/TKO,Decision - Split,Decision - Majority,Could Not Continue,DQ,Overturned,Other,1_round(s),3_round(s),2_round(s),5_round(s),4_round(s)
53,Adam Wieczorek,2018-11-03,0.0,0.45999999999999996,0.0,0.5,0.5,0.0,0,7 of 38,0.18,31 of 65,1 of 2,0.5,0,1,0,3 of 28,2 of 6,2 of 4,7 of 37,0 of 1,0 of 0,"6' 5""",250.0,"81""",Orthodox,"Feb 05, 1992",2018-11-03,Marcos Rogerio de Lima,Decision - Unanimous,3,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
54,Adam Yandiev,2018-09-15,,,,,,,0,1 of 12,0.08,1 of 12,0 of 0,0.0,0,0,0,0 of 9,0 of 2,1 of 1,1 of 10,0 of 2,0 of 0,"5' 9""",185.0,"74""",Orthodox,"Aug 07, 1988",2018-09-15,Jordan Johnson,Submission,2,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55,Adlan Amagov,2013-04-06,,,,,,,0,38 of 99,0.38,57 of 118,6 of 10,0.6,0,1,0,12 of 53,5 of 9,21 of 37,26 of 77,10 of 16,2 of 6,"6' 2""",170.0,"76""",Orthodox,"Oct 30, 1986",2013-04-06,Adlan Amagov,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
56,Adlan Amagov,2013-10-19,0.0,0.38,0.6,0.0,1.0,0.0,1,15 of 26,0.57,23 of 34,0 of 1,0.0,0,0,0,10 of 18,3 of 6,2 of 2,3 of 10,5 of 7,7 of 9,"6' 2""",170.0,"76""",Orthodox,"Oct 30, 1986",2013-10-19,Adlan Amagov,KO/TKO,1,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
57,Adriano Martins,2013-11-09,,,,,,,0,16 of 22,0.72,38 of 45,1 of 1,1.0,1,3,0,11 of 17,3 of 3,2 of 2,10 of 14,0 of 0,6 of 8,"5' 10""",155.0,"72""",Southpaw,"Dec 16, 1982",2013-11-09,Adriano Martins,Submission,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58,Adriano Martins,2014-01-25,0.0,0.72,1.0,1.0,3.0,0.0,0,13 of 29,0.44,13 of 29,0 of 0,0.0,0,0,0,11 of 26,0 of 1,2 of 2,13 of 28,0 of 1,0 of 0,"5' 10""",155.0,"72""",Southpaw,"Dec 16, 1982",2014-01-25,Donald Cerrone,KO/TKO,1,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
59,Adriano Martins,2014-07-06,0.0,0.58,0.5,0.5,1.5,0.0,1,9 of 24,0.37,10 of 25,0 of 0,0.0,0,0,0,9 of 24,0 of 0,0 of 0,9 of 22,0 of 2,0 of 0,"5' 10""",155.0,"72""",Southpaw,"Dec 16, 1982",2014-07-06,Adriano Martins,KO/TKO,1,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
60,Adriano Martins,2015-02-22,0.3333333333333333,0.5099999999999999,0.3333333333333333,0.3333333333333333,1.0,0.0,0,12 of 38,0.31,17 of 44,3 of 4,0.75,0,3,0,6 of 31,2 of 3,4 of 4,12 of 36,0 of 0,0 of 2,"5' 10""",155.0,"72""",Southpaw,"Dec 16, 1982",2015-02-22,Adriano Martins,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
61,Adriano Martins,2015-10-03,0.3333333333333333,0.3733333333333333,0.25,0.0,1.0,0.0,1,3 of 7,0.42,3 of 7,0 of 0,0.0,0,0,0,2 of 6,0 of 0,1 of 1,2 of 6,0 of 0,1 of 1,"5' 10""",155.0,"72""",Southpaw,"Dec 16, 1982",2015-10-03,Adriano Martins,KO/TKO,1,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
62,Adriano Martins,2016-10-08,0.6666666666666666,0.36666666666666664,0.25,0.0,1.0,0.0,0,34 of 83,0.4,34 of 84,0 of 0,0.0,0,0,0,8 of 48,6 of 10,20 of 25,34 of 83,0 of 0,0 of 0,"5' 10""",155.0,"72""",Southpaw,"Dec 16, 1982",2016-10-08,Leonardo Santos,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
63,Adriano Martins,2017-09-09,0.3333333333333333,0.37666666666666665,0.25,0.0,1.0,0.0,0,16 of 31,0.51,16 of 31,0 of 0,0.0,1,0,0,8 of 21,0 of 0,8 of 10,16 of 31,0 of 0,0 of 0,"5' 10""",155.0,"72""",Southpaw,"Dec 16, 1982",2017-09-09,Kajan Johnson,KO/TKO,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
64,Aiemann Zahabi,2017-02-19,,,,,,,1,44 of 112,0.39,45 of 113,0 of 0,0.0,0,1,0,39 of 103,3 of 7,2 of 2,41 of 106,0 of 1,3 of 5,"5' 8""",135.0,"68""",Orthodox,"Nov 19, 1987",2017-02-19,Aiemann Zahabi,Decision - Unanimous,3,Bantamweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
65,Aiemann Zahabi,2017-11-04,1.0,0.39,0.0,0.0,1.0,0.0,0,46 of 105,0.43,47 of 106,0 of 1,0.0,0,0,1,38 of 95,8 of 10,0 of 0,39 of 96,7 of 9,0 of 0,"5' 8""",135.0,"68""",Orthodox,"Nov 19, 1987",2017-11-04,Ricardo Ramos,KO/TKO,3,Bantamweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
66,Aiemann Zahabi,2019-05-04,0.5,0.41000000000000003,0.0,0.0,0.5,0.5,0,28 of 82,0.34,29 of 83,1 of 5,0.2,0,0,0,14 of 62,9 of 14,5 of 6,27 of 81,1 of 1,0 of 0,"5' 8""",135.0,"68""",Orthodox,"Nov 19, 1987",2019-05-04,Vince Morales,Decision - Unanimous,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
67,Aisling Daly,2014-12-12,,,,,,,0,16 of 26,0.61,52 of 68,1 of 2,0.5,1,4,0,13 of 21,3 of 5,0 of 0,5 of 11,2 of 4,9 of 11,"5' 2""",115.0,"64""",,"Dec 24, 1987",2014-12-12,Aisling Daly,Submission,1,Women's Strawweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68,Aisling Daly,2015-04-25,0.0,0.61,0.5,1.0,4.0,0.0,0,27 of 65,0.41,50 of 92,2 of 5,0.4,1,1,0,15 of 50,9 of 10,3 of 5,9 of 43,12 of 14,6 of 8,"5' 2""",115.0,"64""",,"Dec 24, 1987",2015-04-25,Randa Markos,Decision - Unanimous,3,Women's Strawweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
69,Aisling Daly,2015-10-24,0.0,0.51,0.45,1.0,2.5,0.0,0,59 of 105,0.56,166 of 216,2 of 5,0.4,0,2,0,43 of 82,13 of 20,3 of 3,2 of 9,14 of 22,43 of 74,"5' 2""",115.0,"64""",,"Dec 24, 1987",2015-10-24,Aisling Daly,Decision - Unanimous,3,Women's Strawweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
70,Akbarh Arreola,2014-07-26,,,,,,,0,30 of 73,0.41,30 of 73,2 of 2,1.0,0,1,0,9 of 46,16 of 18,5 of 9,26 of 68,1 of 2,3 of 3,"5' 10""",155.0,"71""",Southpaw,"Jan 14, 1983",2014-07-26,Tiago Trator,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
71,Akbarh Arreola,2014-11-22,0.0,0.41,1.0,0.0,1.0,0.0,1,12 of 26,0.46,12 of 26,1 of 1,1.0,1,3,0,8 of 20,2 of 4,2 of 2,7 of 19,2 of 3,3 of 4,"5' 10""",155.0,"71""",Southpaw,"Jan 14, 1983",2014-11-22,Akbarh Arreola,Submission,1,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
72,Akbarh Arreola,2015-03-21,0.5,0.435,1.0,0.5,2.0,0.0,0,34 of 74,0.45,82 of 127,0 of 0,0.0,0,0,0,17 of 51,7 of 11,10 of 12,28 of 66,1 of 1,5 of 7,"5' 10""",155.0,"71""",Southpaw,"Jan 14, 1983",2015-03-21,Francisco Trinaldo,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
73,Akbarh Arreola,2015-11-14,0.3333333333333333,0.44,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,1,21 of 41,0.51,33 of 55,0 of 0,0.0,0,1,0,17 of 33,1 of 4,3 of 4,9 of 21,0 of 1,12 of 19,"5' 10""",155.0,"71""",Southpaw,"Jan 14, 1983",2015-11-14,Jake Matthews,TKO - Doctor's Stoppage,2,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
74,Akihiro Gono,2007-11-17,,,,,,,1,27 of 44,0.61,39 of 56,1 of 1,1.0,1,3,0,4 of 13,9 of 13,14 of 18,20 of 33,3 of 5,4 of 6,"5' 7""",170.0,"68""",Switch,"Oct 07, 1974",2007-11-17,Akihiro Gono,Submission,2,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
75,Akihiro Gono,2008-10-18,1.0,0.61,1.0,1.0,3.0,0.0,0,56 of 107,0.52,58 of 109,3 of 4,0.75,0,1,0,28 of 63,14 of 20,14 of 24,50 of 98,4 of 7,2 of 2,"5' 7""",170.0,"68""",Switch,"Oct 07, 1974",2008-10-18,Dan Hardy,Decision - Split,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
76,Akihiro Gono,2009-01-31,0.5,0.565,0.875,0.5,2.0,0.0,0,7 of 20,0.35,18 of 32,0 of 0,0.0,0,0,1,1 of 10,3 of 6,3 of 4,4 of 15,2 of 3,1 of 2,"5' 7""",170.0,"68""",Switch,"Oct 07, 1974",2009-01-31,Jon Fitch,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
77,Akira Corassani,2012-09-29,,,,,,,0,45 of 93,0.48,51 of 99,0 of 0,0.0,0,0,0,29 of 76,12 of 13,4 of 4,41 of 89,4 of 4,0 of 0,"5' 8""",145.0,"68""",Orthodox,"Aug 27, 1982",2012-09-29,Akira Corassani,Decision - Split,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
78,Akira Corassani,2013-04-06,0.0,0.48,0.0,0.0,0.0,0.0,0,48 of 86,0.55,57 of 96,2 of 6,0.33,0,1,0,18 of 49,9 of 12,21 of 25,38 of 71,10 of 15,0 of 0,"5' 8""",145.0,"68""",Orthodox,"Aug 27, 1982",2013-04-06,Akira Corassani,Decision - Unanimous,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
79,Akira Corassani,2013-11-30,0.0,0.515,0.165,0.0,0.5,0.0,0,1 of 2,0.5,1 of 2,0 of 0,0.0,0,0,0,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,"5' 8""",145.0,"68""",Orthodox,"Aug 27, 1982",2013-11-30,Akira Corassani,DQ,1,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
80,Akira Corassani,2014-04-16,0.0,0.51,0.11,0.0,0.3333333333333333,0.0,0,24 of 66,0.36,24 of 66,0 of 1,0.0,0,0,0,19 of 57,5 of 9,0 of 0,21 of 61,3 of 5,0 of 0,"5' 8""",145.0,"68""",Orthodox,"Aug 27, 1982",2014-04-16,Dustin Poirier,KO/TKO,2,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
81,Akira Corassani,2014-10-04,0.0,0.47000000000000003,0.11,0.0,0.3333333333333333,0.0,0,11 of 29,0.37,11 of 29,0 of 0,0.0,0,0,0,8 of 23,1 of 1,2 of 5,10 of 26,1 of 3,0 of 0,"5' 8""",145.0,"68""",Orthodox,"Aug 27, 1982",2014-10-04,Max Holloway,KO/TKO,1,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
82,Akira Corassani,2015-01-24,0.0,0.4100000000000001,0.0,0.0,0.0,0.0,0,10 of 31,0.32,11 of 32,0 of 0,0.0,0,0,0,5 of 22,1 of 4,4 of 5,10 of 30,0 of 1,0 of 0,"5' 8""",145.0,"68""",Orthodox,"Aug 27, 1982",2015-01-24,Sam Sicilia,KO/TKO,1,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
83,Al Iaquinta,2012-06-01,,,,,,,0,8 of 16,0.5,8 of 16,0 of 0,0.0,0,0,0,6 of 13,1 of 2,1 of 1,8 of 14,0 of 2,0 of 0,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2012-06-01,Michael Chiesa,Submission,1,Ultimate Fighter 15 Lightweight Tournament Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
84,Al Iaquinta,2013-08-31,0.0,0.5,0.0,0.0,0.0,0.0,0,80 of 177,0.45,86 of 183,4 of 4,1.0,0,0,0,55 of 147,19 of 24,6 of 6,62 of 150,13 of 20,5 of 7,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2013-08-31,Al Iaquinta,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
85,Al Iaquinta,2013-10-26,0.0,0.475,0.5,0.0,0.0,0.0,0,85 of 197,0.43,87 of 200,2 of 8,0.25,0,0,0,62 of 168,15 of 21,8 of 8,75 of 184,5 of 8,5 of 5,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2013-10-26,Al Iaquinta,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
86,Al Iaquinta,2014-02-01,0.0,0.45999999999999996,0.4166666666666667,0.0,0.0,0.0,1,49 of 122,0.4,50 of 125,0 of 1,0.0,1,0,0,41 of 106,6 of 13,2 of 3,47 of 120,0 of 0,2 of 2,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2014-02-01,Al Iaquinta,Decision - Unanimous,3,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
87,Al Iaquinta,2014-05-24,0.3333333333333333,0.4266666666666666,0.4166666666666667,0.3333333333333333,0.0,0.0,0,13 of 19,0.68,31 of 40,1 of 1,1.0,2,6,0,10 of 16,3 of 3,0 of 0,6 of 8,0 of 0,7 of 11,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2014-05-24,Mitch Clarke,Submission,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
88,Al Iaquinta,2014-09-05,0.3333333333333333,0.5033333333333333,0.4166666666666667,1.0,2.0,0.0,1,93 of 221,0.42,93 of 221,0 of 0,0.0,0,0,0,67 of 183,14 of 26,12 of 12,90 of 217,2 of 3,1 of 1,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2014-09-05,Al Iaquinta,KO/TKO,3,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
89,Al Iaquinta,2014-11-07,0.6666666666666666,0.5,0.3333333333333333,1.0,2.0,0.0,2,31 of 93,0.33,32 of 94,0 of 1,0.0,0,0,0,25 of 81,3 of 9,3 of 3,26 of 84,3 of 6,2 of 3,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2014-11-07,Al Iaquinta,KO/TKO,2,Lightweight Bout,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
90,Al Iaquinta,2015-01-31,1.0,0.47666666666666674,0.3333333333333333,0.6666666666666666,2.0,0.0,1,59 of 154,0.38,63 of 158,1 of 3,0.33,0,0,0,44 of 132,9 of 14,6 of 8,51 of 141,5 of 7,3 of 6,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2015-01-31,Al Iaquinta,KO/TKO,2,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
91,Al Iaquinta,2015-04-04,1.3333333333333333,0.37666666666666665,0.11000000000000003,0.0,0.0,0.0,0,55 of 153,0.35,55 of 153,0 of 9,0.0,0,0,0,18 of 107,11 of 18,26 of 28,54 of 150,1 of 3,0 of 0,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2015-04-04,Al Iaquinta,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
92,Al Iaquinta,2017-04-22,1.0,0.35333333333333333,0.11000000000000003,0.0,0.0,0.0,2,12 of 19,0.63,12 of 19,0 of 0,0.0,0,0,0,9 of 15,1 of 2,2 of 2,8 of 15,2 of 2,2 of 2,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2017-04-22,Al Iaquinta,KO/TKO,1,Lightweight Bout,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
93,Al Iaquinta,2018-04-07,1.0,0.4533333333333333,0.11000000000000003,0.0,0.0,0.0,0,41 of 141,0.29,43 of 143,0 of 1,0.0,0,0,0,27 of 117,11 of 20,3 of 4,41 of 141,0 of 0,0 of 0,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2018-04-07,Khabib Nurmagomedov,Decision - Unanimous,5,UFC Lightweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
94,Al Iaquinta,2018-12-15,0.6666666666666666,0.42333333333333334,1.850371707708594e-17,0.0,0.0,0.0,0,111 of 228,0.48,113 of 230,0 of 7,0.0,0,0,0,82 of 189,19 of 28,10 of 11,110 of 226,0 of 0,1 of 2,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2018-12-15,Al Iaquinta,Decision - Unanimous,5,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
95,Al Iaquinta,2019-05-04,0.6666666666666666,0.4666666666666666,1.850371707708594e-17,0.0,0.0,0.0,0,90 of 223,0.4,90 of 223,0 of 5,0.0,0,0,0,49 of 165,23 of 38,18 of 20,90 of 223,0 of 0,0 of 0,"5' 10""",155.0,"70""",Orthodox,"Apr 30, 1987",2019-05-04,Donald Cerrone,Decision - Unanimous,5,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
96,Alan Belcher,2006-08-26,,,,,,,0,8 of 55,0.14,18 of 66,0 of 1,0.0,0,0,1,5 of 48,0 of 2,3 of 5,7 of 54,1 of 1,0 of 0,"6' 2""",185.0,"73""",Orthodox,"Apr 24, 1984",2006-08-26,Yushin Okami,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
97,Alan Belcher,2006-12-13,0.0,0.14,0.0,0.0,0.0,1.0,1,29 of 76,0.38,71 of 122,1 of 2,0.5,2,0,0,11 of 54,1 of 2,17 of 20,14 of 50,5 of 5,10 of 21,"6' 2""",185.0,"73""",Orthodox,"Apr 24, 1984",2006-12-13,Alan Belcher,KO/TKO,3,Middleweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
